,LASAR,MouseID,Ear (L/R),TumorID,Model CLID,Group#,Group Description,Response,Day Taken,Day,Area,Area Unit,Phenotype 1,Abundance 1,Ratio 1,Core 1
12718,17-0727 A,20191104 Cage-1 Mouse-2,R,23,CL587054,3,Combo,C.R.,2019-11-18,14,0.9694970209999999,mm2,excluded,4590.5824,0.2538662018503861,3361.0007
12712,17-0727 A,20191104 Cage-1 Mouse-2,R,23.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22.24.25.26.27.28.29.30.31.32.33.34.35.36.37.38.39.40,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,desert,1424.7350000000001,0.9324670711830589,1526.3246
12724,17-0727 A,20191104 Cage-1 Mouse-2,R,23.2.5.9.10.11.14.16.17.18.19.20.24.25.26.27.28.29.31.33.34.35.36,CL587054,3,Combo,C.R.,2019-12-02,28,0.0,mm2,None,NaN,NaN,NaN
12725,17-0727 A,20191104 Cage-1 Mouse-2,R,23.2.5.9.10.11.14.16.17.18.19.20.24.25.26.27.28.29.31.33.34.35.36,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
12727,17-0727 A,20191104 Cage-1 Mouse-2,R,24,CL587054,3,Combo,C.R.,2019-11-12,8,0.460956407,mm2,uncertain,2402.5041499999998,0.41495321121123796,2456.6499
12728,17-0727 A,20191104 Cage-1 Mouse-2,R,24,CL587054,3,Combo,C.R.,2019-11-13,9,0.551891951,mm2,excluded,2751.18415,0.3475038257318919,2789.7546
12729,17-0727 A,20191104 Cage-1 Mouse-2,R,24,CL587054,3,Combo,C.R.,2019-11-14,10,0.6495158619999999,mm2,excluded,3160.37635,0.20977470018308525,3158.9123
12730,17-0727 A,20191104 Cage-1 Mouse-2,R,24,CL587054,3,Combo,C.R.,2019-11-15,11,0.804291625,mm2,excluded,4377.7964,0.4022657865727289,4242.2176
12731,17-0727 A,20191104 Cage-1 Mouse-2,R,24,CL587054,3,Combo,C.R.,2019-11-17,13,0.8680867389999999,mm2,excluded,3885.5382,0.32784551153534786,3372.059
12726,17-0727 A,20191104 Cage-1 Mouse-2,R,24.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22.23.25.26.27.28.29.30.31.32.33.34.35.36.37.38.39.40,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,uncertain,1807.0626,0.5951962818511126,1888.9708
12738,17-0727 A,20191104 Cage-1 Mouse-2,R,24.2.5.9.10.11.14.16.17.18.19.20.23.25.26.27.28.29.31.33.34.35.36,CL587054,3,Combo,C.R.,2019-12-02,28,0.0,mm2,None,NaN,NaN,NaN
12739,17-0727 A,20191104 Cage-1 Mouse-2,R,24.2.5.9.10.11.14.16.17.18.19.20.23.25.26.27.28.29.31.33.34.35.36,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
12741,17-0727 A,20191104 Cage-1 Mouse-2,R,25,CL587054,3,Combo,C.R.,2019-11-12,8,0.49837566699999997,mm2,excluded,2769.17735,0.4441513803747603,2571.27415
12742,17-0727 A,20191104 Cage-1 Mouse-2,R,25,CL587054,3,Combo,C.R.,2019-11-13,9,0.547973042,mm2,excluded,2674.9268,0.029257689135973007,2573.2858
12743,17-0727 A,20191104 Cage-1 Mouse-2,R,25,CL587054,3,Combo,C.R.,2019-11-14,10,0.611468559,mm2,excluded,3056.0679,0.3488263822345977,2710.52155
12740,17-0727 A,20191104 Cage-1 Mouse-2,R,25.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22.23.24.26.27.28.29.30.31.32.33.34.35.36.37.38.39.40,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,excluded,2616.9678,0.19857478306687806,2557.2328
12752,17-0727 A,20191104 Cage-1 Mouse-2,R,25.2.5.9.10.11.14.16.17.18.19.20.23.24.26.27.28.29.31.33.34.35.36,CL587054,3,Combo,C.R.,2019-12-02,28,0.0,mm2,None,NaN,NaN,NaN
12753,17-0727 A,20191104 Cage-1 Mouse-2,R,25.2.5.9.10.11.14.16.17.18.19.20.23.24.26.27.28.29.31.33.34.35.36,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
12744,17-0727 A,20191104 Cage-1 Mouse-2,R,25.27,CL587054,3,Combo,C.R.,2019-11-15,11,1.288184905,mm2,uncertain,3294.89285,0.3859493119876986,3315.19225
12755,17-0727 A,20191104 Cage-1 Mouse-2,R,26,CL587054,3,Combo,C.R.,2019-11-12,8,0.610591309,mm2,inflamed,3606.7998,0.6202897512796414,3889.45955
12756,17-0727 A,20191104 Cage-1 Mouse-2,R,26,CL587054,3,Combo,C.R.,2019-11-13,9,0.766715588,mm2,excluded,3174.46795,0.377728877010142,3186.2292
12757,17-0727 A,20191104 Cage-1 Mouse-2,R,26,CL587054,3,Combo,C.R.,2019-11-14,10,0.7619890309999999,mm2,excluded,3166.8945,0.17856330783949476,2923.2959
12758,17-0727 A,20191104 Cage-1 Mouse-2,R,26,CL587054,3,Combo,C.R.,2019-11-15,11,0.986977087,mm2,uncertain,3294.89285,0.3859493119876986,3315.19225
12754,17-0727 A,20191104 Cage-1 Mouse-2,R,26.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22.23.24.25.27.28.29.30.31.32.33.34.35.36.37.38.39.40,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,uncertain,2535.765,0.23709758280078339,2647.979
12766,17-0727 A,20191104 Cage-1 Mouse-2,R,26.2.5.9.10.11.14.16.17.18.19.20.23.24.25.27.28.29.31.33.34.35.36,CL587054,3,Combo,C.R.,2019-12-02,28,0.0,mm2,None,NaN,NaN,NaN
12767,17-0727 A,20191104 Cage-1 Mouse-2,R,26.2.5.9.10.11.14.16.17.18.19.20.23.24.25.27.28.29.31.33.34.35.36,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
12769,17-0727 A,20191104 Cage-1 Mouse-2,R,27,CL587054,3,Combo,C.R.,2019-11-12,8,0.33622553899999996,mm2,excluded,2998.9075000000003,0.18880456434434145,2721.30075
12770,17-0727 A,20191104 Cage-1 Mouse-2,R,27,CL587054,3,Combo,C.R.,2019-11-13,9,0.341282196,mm2,excluded,2810.28205,0.04632792464948983,2663.0837
12771,17-0727 A,20191104 Cage-1 Mouse-2,R,27,CL587054,3,Combo,C.R.,2019-11-14,10,0.395908891,mm2,excluded,3056.0679,0.3488263822345977,2710.52155
12768,17-0727 A,20191104 Cage-1 Mouse-2,R,27.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22.23.24.25.26.28.29.30.31.32.33.34.35.36.37.38.39.40,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,uncertain,2738.70585,0.5634177833537407,2668.10265
12780,17-0727 A,20191104 Cage-1 Mouse-2,R,27.2.5.9.10.11.14.16.17.18.19.20.23.24.25.26.28.29.31.33.34.35.36,CL587054,3,Combo,C.R.,2019-12-02,28,0.0,mm2,None,NaN,NaN,NaN
12781,17-0727 A,20191104 Cage-1 Mouse-2,R,27.2.5.9.10.11.14.16.17.18.19.20.23.24.25.26.28.29.31.33.34.35.36,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
12783,17-0727 A,20191104 Cage-1 Mouse-2,R,28,CL587054,3,Combo,C.R.,2019-11-12,8,0.09771989299999999,mm2,inflamed,2391.8284,0.580207013405502,2481.9246
12784,17-0727 A,20191104 Cage-1 Mouse-2,R,28,CL587054,3,Combo,C.R.,2019-11-13,9,0.12241323299999998,mm2,uncertain,2388.1812499999996,0.38117283145293407,2351.57105
12785,17-0727 A,20191104 Cage-1 Mouse-2,R,28,CL587054,3,Combo,C.R.,2019-11-14,10,0.181934529,mm2,excluded,3008.2127,0.09958633229343053,2588.30195
12786,17-0727 A,20191104 Cage-1 Mouse-2,R,28,CL587054,3,Combo,C.R.,2019-11-15,11,0.20700736799999997,mm2,uncertain,3294.89285,0.3859493119876986,3315.19225
12782,17-0727 A,20191104 Cage-1 Mouse-2,R,28.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22.23.24.25.26.27.29.30.31.32.33.34.35.36.37.38.39.40,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,uncertain,2177.7702,0.7380283434240946,2256.40275
12794,17-0727 A,20191104 Cage-1 Mouse-2,R,28.2.5.9.10.11.14.16.17.18.19.20.23.24.25.26.27.29.31.33.34.35.36,CL587054,3,Combo,C.R.,2019-12-02,28,0.0,mm2,None,NaN,NaN,NaN
12795,17-0727 A,20191104 Cage-1 Mouse-2,R,28.2.5.9.10.11.14.16.17.18.19.20.23.24.25.26.27.29.31.33.34.35.36,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
12797,17-0727 A,20191104 Cage-1 Mouse-2,R,29,CL587054,3,Combo,C.R.,2019-11-12,8,0.38830910399999996,mm2,uncertain,2650.9039,0.4331169226617431,2722.3378000000002
12798,17-0727 A,20191104 Cage-1 Mouse-2,R,29,CL587054,3,Combo,C.R.,2019-11-13,9,0.38325244699999994,mm2,excluded,2886.0474,0.23981879931220382,2904.4128
12799,17-0727 A,20191104 Cage-1 Mouse-2,R,29,CL587054,3,Combo,C.R.,2019-11-14,10,0.403293072,mm2,excluded,3801.396,0.18552948278239895,3414.1972
12800,17-0727 A,20191104 Cage-1 Mouse-2,R,29,CL587054,3,Combo,C.R.,2019-11-15,11,0.41555832099999995,mm2,uncertain,4437.1865,0.7784977366700206,4503.8374
12796,17-0727 A,20191104 Cage-1 Mouse-2,R,29.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22.23.24.25.26.27.28.30.31.32.33.34.35.36.37.38.39.40,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,uncertain,2349.2002,0.8314070431640189,2421.22575
12808,17-0727 A,20191104 Cage-1 Mouse-2,R,29.2.5.9.10.11.14.16.17.18.19.20.23.24.25.26.27.28.31.33.34.35.36,CL587054,3,Combo,C.R.,2019-12-02,28,0.0,mm2,None,NaN,NaN,NaN
12809,17-0727 A,20191104 Cage-1 Mouse-2,R,29.2.5.9.10.11.14.16.17.18.19.20.23.24.25.26.27.28.31.33.34.35.36,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
12801,17-0727 A,20191104 Cage-1 Mouse-2,R,29.35,CL587054,3,Combo,C.R.,2019-11-17,13,0.979589749,mm2,excluded,3885.5382,0.32784551153534786,3372.059
12483,17-0727 A,20191104 Cage-1 Mouse-2,R,3,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,inflamed,1840.1178,0.7628016919016447,1847.3222
12484,17-0727 A,20191104 Cage-1 Mouse-2,R,3,CL587054,3,Combo,C.R.,2019-11-12,8,0.127933417,mm2,inflamed,2298.53965,0.6314687854825886,2404.5141
12485,17-0727 A,20191104 Cage-1 Mouse-2,R,3,CL587054,3,Combo,C.R.,2019-11-13,9,0.159326828,mm2,inflamed,2270.4051,0.8137873570804158,2305.55165
12486,17-0727 A,20191104 Cage-1 Mouse-2,R,3,CL587054,3,Combo,C.R.,2019-11-14,10,0.195743363,mm2,inflamed,2645.37305,0.9553020553221768,2690.01765
12487,17-0727 A,20191104 Cage-1 Mouse-2,R,3,CL587054,3,Combo,C.R.,2019-11-15,11,0.220565891,mm2,inflamed,4189.7155,0.9274697937373958,4547.922
12488,17-0727 A,20191104 Cage-1 Mouse-2,R,3,CL587054,3,Combo,C.R.,2019-11-17,13,0.0,mm2,None,NaN,NaN,NaN
12489,17-0727 A,20191104 Cage-1 Mouse-2,R,3,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
12810,17-0727 A,20191104 Cage-1 Mouse-2,R,30,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,desert,1262.8988,0.8747882543739328,1427.72695
12811,17-0727 A,20191104 Cage-1 Mouse-2,R,30,CL587054,3,Combo,C.R.,2019-11-12,8,0.22202937299999997,mm2,uncertain,2167.13825,0.8669920865149642,2333.4336
12812,17-0727 A,20191104 Cage-1 Mouse-2,R,30,CL587054,3,Combo,C.R.,2019-11-13,9,0.301882411,mm2,uncertain,2799.8209500000003,0.5003214395398177,2947.6886999999997
12813,17-0727 A,20191104 Cage-1 Mouse-2,R,30,CL587054,3,Combo,C.R.,2019-11-14,10,0.356776906,mm2,inflamed,3196.6448,0.7287532284554541,3265.7017
12814,17-0727 A,20191104 Cage-1 Mouse-2,R,30,CL587054,3,Combo,C.R.,2019-11-15,11,0.40562930999999997,mm2,inflamed,3676.65035,0.8426540428925932,3916.5679
12815,17-0727 A,20191104 Cage-1 Mouse-2,R,30,CL587054,3,Combo,C.R.,2019-11-17,13,0.48304331599999994,mm2,excluded,4365.9745,0.07865779308873723,4119.6198
12816,17-0727 A,20191104 Cage-1 Mouse-2,R,30,CL587054,3,Combo,C.R.,2019-11-18,14,0.0,mm2,None,NaN,NaN,NaN
12817,17-0727 A,20191104 Cage-1 Mouse-2,R,30,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
12819,17-0727 A,20191104 Cage-1 Mouse-2,R,31,CL587054,3,Combo,C.R.,2019-11-12,8,0.48704032799999997,mm2,excluded,2977.1967,0.2152953471691923,2922.7183
12820,17-0727 A,20191104 Cage-1 Mouse-2,R,31,CL587054,3,Combo,C.R.,2019-11-13,9,0.49728005799999997,mm2,uncertain,3067.3477,0.037431921623953646,2977.5502
12821,17-0727 A,20191104 Cage-1 Mouse-2,R,31,CL587054,3,Combo,C.R.,2019-11-14,10,0.741630386,mm2,excluded,2973.4471,0.41865253517443285,2772.9335
12818,17-0727 A,20191104 Cage-1 Mouse-2,R,31.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22.23.24.25.26.27.28.29.30.32.33.34.35.36.37.38.39.40,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,uncertain,2486.9569,0.23200218129064656,2519.6304499999997
12830,17-0727 A,20191104 Cage-1 Mouse-2,R,31.2.5.9.10.11.14.16.17.18.19.20.23.24.25.26.27.28.29.33.34.35.36,CL587054,3,Combo,C.R.,2019-12-02,28,0.0,mm2,None,NaN,NaN,NaN
12831,17-0727 A,20191104 Cage-1 Mouse-2,R,31.2.5.9.10.11.14.16.17.18.19.20.23.24.25.26.27.28.29.33.34.35.36,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
12822,17-0727 A,20191104 Cage-1 Mouse-2,R,31.36,CL587054,3,Combo,C.R.,2019-11-15,11,2.060269821,mm2,uncertain,3294.89285,0.3859493119876986,3315.19225
12832,17-0727 A,20191104 Cage-1 Mouse-2,R,32,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,desert,1024.55795,0.5214149291782703,1030.08365
12833,17-0727 A,20191104 Cage-1 Mouse-2,R,32,CL587054,3,Combo,C.R.,2019-11-12,8,0.149845597,mm2,excluded,1597.0806,0.18851203154270293,1458.31885
12834,17-0727 A,20191104 Cage-1 Mouse-2,R,32,CL587054,3,Combo,C.R.,2019-11-13,9,0.186759191,mm2,excluded,2113.1616000000004,0.40843408926075947,1897.6338
12835,17-0727 A,20191104 Cage-1 Mouse-2,R,32,CL587054,3,Combo,C.R.,2019-11-14,10,0.23608518599999997,mm2,excluded,1761.2806500000002,0.3188693185632915,1634.1226
12836,17-0727 A,20191104 Cage-1 Mouse-2,R,32,CL587054,3,Combo,C.R.,2019-11-15,11,0.2914874,mm2,excluded,2325.0561,0.3711260919861187,2274.5942
12837,17-0727 A,20191104 Cage-1 Mouse-2,R,32,CL587054,3,Combo,C.R.,2019-11-17,13,0.333724759,mm2,inflamed,3880.5537999999997,0.8457771165794848,4251.0059
12838,17-0727 A,20191104 Cage-1 Mouse-2,R,32,CL587054,3,Combo,C.R.,2019-11-18,14,0.441090064,mm2,inflamed,5371.2465,0.8997219320879561,5519.72085
12839,17-0727 A,20191104 Cage-1 Mouse-2,R,32,CL587054,3,Combo,C.R.,2019-11-19,15,0.3914450079999999,mm2,inflamed,8240.40075,0.7022367790824426,8823.1665
12840,17-0727 A,20191104 Cage-1 Mouse-2,R,32,CL587054,3,Combo,C.R.,2019-11-21,17,0.258196009,mm2,inflamed,10425.263200000001,0.5798875448624213,10764.8536
12841,17-0727 A,20191104 Cage-1 Mouse-2,R,32,CL587054,3,Combo,C.R.,2019-11-23,19,0.0,mm2,None,NaN,NaN,NaN
12842,17-0727 A,20191104 Cage-1 Mouse-2,R,32,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
12844,17-0727 A,20191104 Cage-1 Mouse-2,R,33,CL587054,3,Combo,C.R.,2019-11-12,8,0.110403674,mm2,inflamed,2182.55215,0.5945227770031247,2314.28335
12845,17-0727 A,20191104 Cage-1 Mouse-2,R,33,CL587054,3,Combo,C.R.,2019-11-13,9,0.113901195,mm2,uncertain,2343.0074,0.14849229621250742,2573.44175
12846,17-0727 A,20191104 Cage-1 Mouse-2,R,33,CL587054,3,Combo,C.R.,2019-11-14,10,0.143428321,mm2,inflamed,3074.0547,0.8498750030591959,3163.8315
12847,17-0727 A,20191104 Cage-1 Mouse-2,R,33,CL587054,3,Combo,C.R.,2019-11-15,11,0.159031053,mm2,uncertain,3294.89285,0.3859493119876986,3315.19225
12843,17-0727 A,20191104 Cage-1 Mouse-2,R,33.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22.23.24.25.26.27.28.29.30.31.32.34.35.36.37.38.39.40,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,inflamed,1619.6873999999998,0.6621597243065627,2143.51175
12855,17-0727 A,20191104 Cage-1 Mouse-2,R,33.2.5.9.10.11.14.16.17.18.19.20.23.24.25.26.27.28.29.31.34.35.36,CL587054,3,Combo,C.R.,2019-12-02,28,0.0,mm2,None,NaN,NaN,NaN
12856,17-0727 A,20191104 Cage-1 Mouse-2,R,33.2.5.9.10.11.14.16.17.18.19.20.23.24.25.26.27.28.29.31.34.35.36,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
12858,17-0727 A,20191104 Cage-1 Mouse-2,R,34,CL587054,3,Combo,C.R.,2019-11-12,8,0.08368766999999999,mm2,inflamed,2207.0382,0.49866553309984313,2373.9774
12859,17-0727 A,20191104 Cage-1 Mouse-2,R,34,CL587054,3,Combo,C.R.,2019-11-13,9,0.177446515,mm2,uncertain,2635.803,0.4235664602402386,2746.288
12860,17-0727 A,20191104 Cage-1 Mouse-2,R,34,CL587054,3,Combo,C.R.,2019-11-14,10,0.23203848800000001,mm2,excluded,3568.1768,0.3914483691318508,3427.3151
12861,17-0727 A,20191104 Cage-1 Mouse-2,R,34,CL587054,3,Combo,C.R.,2019-11-15,11,0.230453184,mm2,inflamed,5637.397800000001,0.760153876483052,6244.724249999999
12862,17-0727 A,20191104 Cage-1 Mouse-2,R,34,CL587054,3,Combo,C.R.,2019-11-17,13,0.29502264399999995,mm2,excluded,3885.5382,0.32784551153534786,3372.059
12857,17-0727 A,20191104 Cage-1 Mouse-2,R,34.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22.23.24.25.26.27.28.29.30.31.32.33.35.36.37.38.39.40,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,excluded,2122.5047,0.16644664162153,1947.13075
12869,17-0727 A,20191104 Cage-1 Mouse-2,R,34.2.5.9.10.11.14.16.17.18.19.20.23.24.25.26.27.28.29.31.33.35.36,CL587054,3,Combo,C.R.,2019-12-02,28,0.0,mm2,None,NaN,NaN,NaN
12870,17-0727 A,20191104 Cage-1 Mouse-2,R,34.2.5.9.10.11.14.16.17.18.19.20.23.24.25.26.27.28.29.31.33.35.36,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
12872,17-0727 A,20191104 Cage-1 Mouse-2,R,35,CL587054,3,Combo,C.R.,2019-11-12,8,0.17630876699999998,mm2,excluded,2655.49485,0.5566527094189342,2681.2913
12873,17-0727 A,20191104 Cage-1 Mouse-2,R,35,CL587054,3,Combo,C.R.,2019-11-13,9,0.22953007999999997,mm2,uncertain,2998.9815,0.5623710601120887,3120.6856500000004
12874,17-0727 A,20191104 Cage-1 Mouse-2,R,35,CL587054,3,Combo,C.R.,2019-11-14,10,0.33645998,mm2,inflamed,4148.8881,0.9295570324228194,4366.927900000001
12875,17-0727 A,20191104 Cage-1 Mouse-2,R,35,CL587054,3,Combo,C.R.,2019-11-15,11,0.47909564899999996,mm2,uncertain,4437.1865,0.7784977366700206,4503.8374
12871,17-0727 A,20191104 Cage-1 Mouse-2,R,35.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22.23.24.25.26.27.28.29.30.31.32.33.34.36.37.38.39.40,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,inflamed,2466.1947499999997,0.863618149526288,2578.08805
12883,17-0727 A,20191104 Cage-1 Mouse-2,R,35.2.5.9.10.11.14.16.17.18.19.20.23.24.25.26.27.28.29.31.33.34.36,CL587054,3,Combo,C.R.,2019-12-02,28,0.0,mm2,None,NaN,NaN,NaN
12884,17-0727 A,20191104 Cage-1 Mouse-2,R,35.2.5.9.10.11.14.16.17.18.19.20.23.24.25.26.27.28.29.31.33.34.36,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
12886,17-0727 A,20191104 Cage-1 Mouse-2,R,36,CL587054,3,Combo,C.R.,2019-11-12,8,0.5999723299999999,mm2,inflamed,2459.7294,0.796638800245029,2492.1764
12887,17-0727 A,20191104 Cage-1 Mouse-2,R,36,CL587054,3,Combo,C.R.,2019-11-13,9,0.7604369059999999,mm2,uncertain,2872.45,0.6612067166891668,2919.0375
12888,17-0727 A,20191104 Cage-1 Mouse-2,R,36,CL587054,3,Combo,C.R.,2019-11-14,10,0.9131769999999999,mm2,excluded,2973.4471,0.41865253517443285,2772.9335
12885,17-0727 A,20191104 Cage-1 Mouse-2,R,36.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22.23.24.25.26.27.28.29.30.31.32.33.34.35.37.38.39.40,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,inflamed,2191.9272,0.8423531547224978,2248.31985
12897,17-0727 A,20191104 Cage-1 Mouse-2,R,36.2.5.9.10.11.14.16.17.18.19.20.23.24.25.26.27.28.29.31.33.34.35,CL587054,3,Combo,C.R.,2019-12-02,28,0.0,mm2,None,NaN,NaN,NaN
12898,17-0727 A,20191104 Cage-1 Mouse-2,R,36.2.5.9.10.11.14.16.17.18.19.20.23.24.25.26.27.28.29.31.33.34.35,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
12900,17-0727 A,20191104 Cage-1 Mouse-2,R,37,CL587054,3,Combo,C.R.,2019-11-12,8,0.049555237,mm2,uncertain,2099.2071,0.909813422661942,2109.8726
12901,17-0727 A,20191104 Cage-1 Mouse-2,R,37,CL587054,3,Combo,C.R.,2019-11-13,9,0.09986897199999999,mm2,inflamed,3182.3654,0.9259436723087682,3383.1834
12902,17-0727 A,20191104 Cage-1 Mouse-2,R,37,CL587054,3,Combo,C.R.,2019-11-14,10,0.155818726,mm2,inflamed,4004.5599,0.7915820006889852,4175.4413
12903,17-0727 A,20191104 Cage-1 Mouse-2,R,37,CL587054,3,Combo,C.R.,2019-11-15,11,0.238588298,mm2,inflamed,5039.3745,0.891143483850512,5330.9198
12904,17-0727 A,20191104 Cage-1 Mouse-2,R,37,CL587054,3,Combo,C.R.,2019-11-17,13,0.255945442,mm2,inflamed,7073.04485,0.9910785920877339,7544.4682
12905,17-0727 A,20191104 Cage-1 Mouse-2,R,37,CL587054,3,Combo,C.R.,2019-11-18,14,0.18677387899999998,mm2,inflamed,6772.5328,0.3321861811972197,6517.48495
12899,17-0727 A,20191104 Cage-1 Mouse-2,R,37.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22.23.24.25.26.27.28.29.30.31.32.33.34.35.36.38.39.40,CL587054,3,Combo,C.R.,2019-11-11,7,0.001,mm2,inflamed,1710.0835,0.5983294163111119,1792.01415
12906,17-0727 A,20191104 Cage-1 Mouse-2,R,37.38,CL587054,3,Combo,C.R.,2019-11-19,15,1.8347811429999998,mm2,excluded,8038.4798,0.16919591055351416,5922.376
12907,17-0727 A,20191104 Cage-1 Mouse-2,R,37.38,CL587054,3,Combo,C.R.,2019-11-21,17,1.002079196,mm2,inflamed,8814.2615,0.06679209520581056,6866.086
12908,17-0727 A,20191104 Cage-1 Mouse-2,R,37.38,CL587054,3,Combo,C.R.,2019-11-23,19,0.990635386,mm2,inflamed,12071.19415,0.8461460520732467,12221.3015
12909,17-0727 A,20191104 Cage-1 Mouse-2,R,37.38,CL587054,3,Combo,C.R.,2019-11-24,20,0.0,mm2,None,NaN,NaN,NaN
12910,17-0727 A,20191104 Cage-1 Mouse-2,R,37.38,CL587054,3,Combo,C.R.,2019-12-07,33,0.0,mm2,None,NaN,NaN,NaN
12912,17-0727 A,20191104 Cage-1 Mouse-2,R,38,CL587054,3,Combo,C.R.,2019-11-12,8,0.42964727299999994,mm2,inflamed,2809.1026,0.8565156528018348,2880.78165
12913,17-0727 A,20191104 Cage-1 Mouse-2,R,38,CL587054,3,Combo,C.R.,2019-11-13,9,0.6603993789999999,mm2,inflamed,3436.2423,0.4191779608603952,3455.197
12914,17-0727 A,20191104 Cage-1 Mouse-2,R,38,CL587054,3,Combo,C.R.,2019-11-14,10,0.840670187,mm2,excluded,3495.1568,0.3182485338198577,3494.8103
12915,17-0727 A,20191104 Cage-1 Mouse-2,R,38,CL587054,3,Combo,C.R.,2019-11-15,11,1.011632741,mm2,inflamed,4471.8575,0.584704570999062,4515.7989
12916,17-0727 A,20191104 Cage-1 Mouse-2,R,38,CL587054,3,Combo,C.R.,2019-11-17,13,1.471021365,mm2,uncertain,5286.86395,0.01663168017769058,4896.23345
12917,17-0727 A,20191104 Cage-1 Mouse-2,R,38,CL587054,3,Combo,C.R.,2019-11-18,14,1.5081667369999998,mm2,inflamed,6772.5328,0.3321861811972197,6517.48495
